店名,捷運站,地址,官網,wifi 穩定,價格便宜,咖啡好喝,安靜程度,插座,有無限時,有賣單品,有賣正餐,有賣甜點,週一,週三,週二,週五,週六,週四,週日,,
Cafe Ballet 芭蕾咖啡館,,台北市民生東路5段36巷8弄62號,https://www.facebook.com/balletcafe/,5,3,3,3.5,Yes,,Yes,No,Yes,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,10:00 - 21:30,11:30 - 21:30,10:00 - 21:30,,
Emu Cafe,,台北市南港區興東街8號,https://www.facebook.com/emutaipei/,5,5,5,5,Yes,No,Yes,Yes,No,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,08:00 - 17:00,未營業,08:00 - 17:00,未營業,,
Orange看電車咖啡館,"士林站2號出口步2分/公車站""小北街""步1分, ""台電台北北區營業處""""士林分局""步4分/YouBike""捷運士林站(2號出口)""站步2分",台北市士林區文林路302號,https://www.facebook.com/Orange%E7%9C%8B%E9%9B%BB%E8%BB%8A%E5%92%96%E5%95%A1%E9%A4%A8-177610632275101/,2.5,4,4,4,Yes,No,,,,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,11:00 - 23:30,,
野夫咖啡 板橋府中店,,新北市板橋區文化路一段32巷23號1樓,https://www.facebook.com/ifreecafeNo7/,5,4,4,5,,,,,,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,未營業,,
香投咖啡,,台北市內湖區內湖路2段336號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Tipsy Bambi 斑比咖啡,,臺北市大安區浦城街11號,https://www.facebook.com/tipsybambi/,5,5,5,4,Yes,No,Yes,Yes,Yes,09:00 - 17:00,09:00 - 17:00,未營業,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,09:00 - 17:00,,
THIRD FLOOR COFFEE 在三樓,,台北市中山區八德路二段330號三樓,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
TiFF's Place,,台北市士林區中山北路七段15號,https://www.facebook.com/tiffsplacetaipei/,5,4,4,5,,,,,,,,,,,,,,
Coffee Maker,府中站,新北市板橋區東門街30-2號1F之59,https://www.facebook.com/coffeemaker29662510,5,4,5,5,No,No,Yes,No,No,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,08:30 - 18:00,10:00 - 18:00,08:30 - 18:00,未營業,,
路易莎土城中央店,土城捷運站,新北市土城區中央路二段248號,https://www.facebook.com/nir4402e/,4,3,4,3,No,No,Yes,No,Yes,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,07:00 - 21:00,,
色咖啡,,103 Taipei 台北市中正區武昌街一段61號,https://www.facebook.com/Coffee-Jack-201488903221960/,1,5,5,3,,,Yes,,,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,11:00 - 18:00,07:30 - 18:00,未營業,,
咖樂烘豆colorroast,,台北市大安區延吉街68號-16號,https://www.facebook.com/pg/%E5%92%96%E6%A8%82%E7%83%98%E8%B1%86colorroast-1641570899442432/about/?ref=page_internal,4,3,4,3,No,No,,No,No,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,08:00 - 18:00,,
Cafe Pichot,南京復興,台北市中山區遼寧街101巷12號,https://www.facebook.com/cafepichot/,5,4.5,4,4.5,No,No,Yes,Yes,Yes,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,
Cho cafe如固咖啡,,台北市萬華區昆明街119號,https://www.facebook.com/chocafemaru/,4,3,5,3,Yes,No,Yes,Yes,Yes,08:00 - 18:00,未營業,08:00 - 18:00,08:00 - 21:00,08:00 - 21:00,08:00 - 18:00,08:00 - 18:00,,
Pica Pica Café 喜鵲咖啡,"台電大樓站2號出口步5分/公車站""溫州街口""步2分, ""新民國小""步3分, ""台大綜合體育館""步4分, ""台電大樓""步5分/YouBike""辛亥新生路口""站步5分, ""捷運台電大樓站(2號出口)""站步6分, ""羅斯福新生南路口""站步9分",台北市大安區羅斯福路三段269巷74號,https://www.facebook.com/picapicafe/,5,4,4,4,Yes,No,,No,Yes,13:00 - 22:45,13:00 - 22:45,13:00 - 22:45,13:00 - 22:45,13:00 - 22:45,13:00 - 22:45,13:00 - 22:45,,
田邊聊寮,,新北市貢寮區內寮街65-2號,http://monghoho.blogspot.tw/p/blog-page_13.html,5,3,5,3,,,Yes,,,未營業,未營業,未營業,08:00 - 18:00,08:00 - 18:00,未營業,08:00 - 18:00,,
阿福草｜輕食‧飲,,台北市北投區學園路1號 (北藝大鷺鷥草原旁),http://1www.tnua.edu.tw/intro/super_pages.php?ID=intro5&Sn=265,3.5,2.5,2.5,3.5,Yes,No,Yes,,Yes,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,,
不想回家 Stay Here Café,信義安和站,台北市大安區通安街139號,https://www.facebook.com/stayhere139/,5,4.5,4.5,4.5,Yes,No,,Yes,Yes,12:00 - 22:00,12:00 - 22:00,未營業,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
時間：廊,,新北市新店區北新路三段70號,https://www.facebook.com/%E6%99%82%E9%96%93%E5%BB%8A%E5%92%96%E5%95%A1%E5%BB%9A%E6%88%BF-973547352678927/?fref=ts,5,4,5,4,Yes,,,,,未營業,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,09:00 - 22:00,10:00 - 22:00,09:00 - 22:00,,
彼得好咖啡,新莊,新北市新莊區新泰路109號,https://www.facebook.com/pbcoffee/,4,4,3.5,3.5,,,,,,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 21:00,,
河田咖啡館,,台北市中山區長春路22號,https://www.facebook.com/HTcafe888/,4,3.5,4,4,,,,,,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,未營業,,
雲上咖啡,,新北市新店區光明街250號,https://www.facebook.com/%E9%9B%B2%E4%B8%8A%E5%92%96%E5%95%A1-1436636329890947/?fref=ts,5,5,5,4,Yes,,Yes,Yes,Yes,未營業,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,11:00 - 20:00,,
Coffee Sweet,善導寺、台北車站、中山站,台北市中山區中山北路一段33巷20弄3號,暫無資料,1,4,5,4,No,No,Yes,No,Yes,,,,,,,,,
引路咖啡,,110台北市信義區虎林街202巷25號1樓,https://www.facebook.com/pharoscoffee/,5,4,5,5,Yes,No,Yes,No,No,未營業,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,12:00 - 18:00,,
小苗苗。精品咖啡 （這個要分類在屏東～）,,屏東縣屏東市華山街2號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
LIN CAFE木木珈琲,"徐匯中學站1號, 2號出口步8分/公車站""信義路""前/YouBike""鷺江廣場""站步3分",新北市蘆洲區信義路216號,https://www.facebook.com/lincafe2016/,5,4,5,4,Yes,No,Yes,Yes,Yes,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,09:30 - 19:00,11:30 - 21:00,09:30 - 19:00,,
珍妃咖啡坊-復興店,,台北市松山區復興北路231巷9號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
西雅圖極品嚴焙咖啡館 Barista Premium,,106台北市大安區忠孝東路四段250號,暫無資料,3,3,4,3,,,Yes,,,,,,,,,,,
八月十六咖啡,,台北市士林區士東路66號,https://www.facebook.com/aug16coffee/,5,5,5,5,Yes,No,Yes,No,Yes,10:00 - 18:00,未營業,10:00 - 18:00,10:00 - 18:00,10:00 - 19:00,10:00 - 18:00,10:00 - 19:00,,
雲海咖啡,,新北市永和區福和路120號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
溫床 NEST,東門,台北市大安區信義路二段198巷38號,https://www.facebook.com/nest.taipei/,5,3,4,3,Yes,No,Yes,Yes,Yes,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
創客咖啡館 V CAfé,忠孝敦化,台北市大安區安和路一段21巷7號,https://www.facebook.com/isV.cafe,4,4,4,3,Yes,Yes,,Yes,Yes,,,,,,,,,
風箏人咖啡,萬芳捷運站、萬隆捷運站,台北市文山區景豐街48巷1號,https://www.facebook.com/kitepeoplecafe/,5,4,4.5,4.5,Yes,,No,Yes,Yes,07:30 - 21:00,07:30 - 21:00,未營業,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,07:30 - 21:00,,
Imperfect coffee & matcha,"公館站3號出口步4分, 台電大樓站2號出口步9分/公車站""台大""步2分, ""台電大樓""""捷運公館站""步4分/YouBike""羅斯福新生南路口""站步3分",台北市大安區新生南路三段96-5號2F,https://www.facebook.com/imperfectcafe/,4,3,4,3,Yes,No,Yes,Yes,Yes,11:30 - 22:30,11:30 - 22:30,11:30 - 22:30,11:30 - 22:30,11:30 - 22:30,11:30 - 22:30,11:30 - 22:30,,
欒樹下書房咖啡,台電大樓,台北市大安區溫州街24號,https://www.facebook.com/editorsbookscafe/,5,3,4,5,Yes,No,,,,10:30 - 20:30,10:30 - 20:30,10:30 - 20:30,10:30 - 21:30,10:30 - 21:30,10:30 - 20:30,10:30 - 20:30,,
CAFE RACO,行天宮站,10491台灣台北市中山區 民生東路二段147巷1號1樓,https://www.facebook.com/CAFERACO/,4,4,3.5,4.5,Yes,No,No,Yes,Yes,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,未營業,,
工寓咖啡,輔大,新北市新莊區中正路593號2樓,https://www.facebook.com/cafeindustryone/?fref=ts,5,4,4,3,Yes,No,,Yes,Yes,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,,
蘿菈愛咖啡 Rola I Coffee,,中正區杭州北路28-1號,https://www.facebook.com/Rolaicoffee/,5,3,5,3,,No,Yes,,Yes,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,,
Flügel Studio,,台灣台北市大安區辛亥路一段34巷3號,暫無資料,4,2,2,3,,,,,Yes,,,,,,,,,
宸品咖啡,,台北市和平東路一段226號,https://www.facebook.com/%E5%AE%B8%E5%93%81%E5%92%96%E5%95%A1-472800089434228/,4,5,5,3.5,No,No,Yes,No,No,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,07:30 - 20:00,12:00 - 20:00,07:30 - 20:00,12:00 - 20:00,,
Le Zinc 洛 Café & Bar,,台北市大同區民生西路362巷34號,暫無資料,4,2,4,2,Yes,No,Yes,No,Yes,10:00 - 19:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 00:00,10:00 - 19:00,,
羅爵咖啡,,台北市大安區基隆路二段151-1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
老木咖啡,"六張犁站步4分/公車站""全安里""""和平安和路口""步2分, ""成功國宅""""喬治商職""步6分/YouBike""捷運六張犁站""站步4分, ""敦化南路二段103巷口""站步8分",台北市大安區和平東路三段119巷11號,https://www.facebook.com/cafepachamama/?fref=ts,5,3,4,4,Yes,No,Yes,Yes,Yes,12:00 - 21:30,12:00 - 21:30,12:00 - 21:30,12:00 - 01:00,11:00 - 01:00,12:00 - 21:30,11:00 - 21:30,,
人性空間 新生南路店,台電大樓/公館,台北市大安區新生南路三段60巷7號一樓,https://www.facebook.com/humanspace123/about/?ref=page_internal,4,4,3,3,Yes,No,,,,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,11:30 - 23:00,,
Louisa 明德店,,台北市北投區明德路119號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
313 咖啡魔豆屋,世貿/101大樓站,台北市信義區基隆路二段19-1號,https://www.facebook.com/313caffe/,4,5,5,4,Yes,No,Yes,No,Yes,07:45 - 17:00,07:45 - 17:00,07:45 - 17:00,07:45 - 17:00,11:30 - 17:00,07:45 - 17:00,未營業,,
LAIFA Coffee Bar - 來發咖啡吧,板南-永寧/亞東,新北市樹林區中華路80號-1,https://www.facebook.com/LAIFACoffeeBarMan/,5,5,5,3,Yes,No,Yes,No,Yes,10:00 - 20:00,10:00 - 20:00,10:00 - 20:00,10:00 - 22:00,10:00 - 22:00,10:00 - 20:00,未營業,,
瑪吉咖啡,,台北市大同區承德路三段239號,暫無資料,2,2,2,3,Yes,No,Yes,Yes,Yes,,,,,,,,,
Easy Coffee(台北市康復之友協會附設咖啡坊),,台北市中正區忠孝東路一段58號B1(捷運善導寺站內部6號出口下方,https://www.facebook.com/easycoffeetpmra/,5,4,5,4,,,Yes,Yes,Yes,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,11:00 - 17:00,07:30 - 18:00,未營業,,
暮光咖啡／Twilight Cafe,"信義安和站1號出口步4分/公車站""捷運信義安和站(安和)""""仁愛國中""步3分, ""仁愛國泰醫院""步4分/YouBike""仁愛安和路口""站步4分, ""捷運信義安和站(1號出口)""""捷運信義安和站(4號出口)""步5分",台北市大安區仁愛路四段300巷26弄11號,https://www.facebook.com/暮光咖啡Twilight-Cafe-1665415867046976/,4.5,4.5,4,3.5,Yes,No,Yes,,Yes,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 18:00,08:00 - 17:00,08:00 - 18:00,未營業,,
禕墨商行,南勢角站,新北市中和區和平街92號,https://www.facebook.com/yimocoffee/,5,4,5,5,Yes,No,Yes,No,No,13:00 - 19:00,13:00 - 19:00,13:00 - 19:00,13:00 - 20:00,13:00 - 20:00,未營業,13:00 - 19:00,,
Merci créme,,新北市板橋區漢生東路43巷34號,https://www.facebook.com/mercicreme/,5,3,3,3.5,,,,,,12:00 - 20:00,12:00 - 20:00,未營業,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,,
沙貝葉,,新北市淡水區新民街196號,https://www.facebook.com/SapereCafe/?fref=ts,4,3.5,4,4,,,Yes,No,No,未營業,13:30 - 22:30,13:30 - 22:30,13:30 - 22:30,13:30 - 22:30,13:30 - 22:30,13:30 - 22:30,,
森夜咖啡 Café de Minuit,,台北市中正區南昌路二段202巷5號,https://www.facebook.com/cafe.minuit/,3,3.5,4.5,4,Yes,No,Yes,No,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,12:00 - 19:00,11:00 - 19:00,12:00 - 19:00,,
溫叨CAFE,大安森林公園站,台北市中正區新生南路一段162號,https://www.facebook.com/wendaocafe/,3,3,4,3.5,Yes,No,No,Yes,Yes,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,09:00 - 21:00,,
樓梯好陡 Steep Stairs,,台北市大同區寧夏路92號2樓,https://www.facebook.com/steepstairs/,5,5,4,5,No,No,No,No,Yes,13:00 - 21:00,13:00 - 21:00,未營業,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,13:00 - 21:00,,
Cafetaster咖啡嗜者,,台北市大安區雲和街72巷1號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
EnvyCoffee,國父紀念館站2號出口,台北市大安區仁愛路四段433號1樓,https://www.facebook.com/envycoffee2017/,5,4,5,4,Yes,No,Yes,No,Yes,未營業,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,10:00 - 21:00,,
11 Cafe',,台北市信義區忠孝東路四段553巷12號,https://www.facebook.com/11Cafe,4,3.5,4,4,,,,,,未營業,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,10:30 - 21:00,11:30 - 21:00,11:30 - 21:00,,
野夫咖啡 板橋介壽店,"新埔站2號出口步6分/公車站""致理科技大學""步3分/YouBike""中山國中""站步3分, ''捷運新埔站(2號出口)''站步5分",新北市板橋區介壽街28號,https://www.facebook.com/ifreecafeNo4/,4,4,3.5,3.5,,,Yes,No,Yes,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,未營業,07:30 - 18:00,07:30 - 18:00,07:30 - 18:00,,
杜克咖啡,,新北市蘆洲區中央路151號,暫無資料,5,4,5,5,,,,,,,,,,,,,,
巢 nido,市政府,台北市信義區忠孝東路五段183號2樓,https://www.facebook.com/pg/nidofordreamers/about/?ref=page_internal,5,4,5,5,Yes,No,,,Yes,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,14:00 - 00:00,,
片場咖啡 Film Studio Cafe,"公館站3號出口步8分, 台電大樓站2號出口步7分/公車站""台大""步2分, ""台電大樓""步5分/YouBike""羅斯福新生南路口""""辛亥新生路口""站步5分",台北市大安區新生南路3段70巷6號,https://www.facebook.com/FilmStudioCafe/,4,4,4.5,3.5,Yes,No,,Yes,Yes,未營業,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 22:00,12:00 - 21:00,12:00 - 22:00,,
天島咖啡TenshimaCafe,景美,台北市文山區羅斯福路六段311號,https://www.facebook.com/tenshimacafe/,5,3,4,2,Yes,No,No,Yes,Yes,未營業,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,,
德佈Debut Cafe 台北店,,台北市中山區新生北路一段15號,https://www.facebook.com/DebutTaipei/?ref=ts&fref=ts,4,3.5,5,4,Yes,No,Yes,No,Yes,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,13:00 - 22:00,,
廚嚐咖啡,台北小巨蛋站,台北市松山區南京東路四段52巷8號,https://www.facebook.com/chu.chang.cafe/,4,4,4.5,4.5,Yes,,No,Yes,Yes,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,07:00 - 19:00,未營業,07:00 - 19:00,09:00 - 19:00,,
角藍色 Cafe,,台北市士林區天母東路8巷93號,https://www.facebook.com/tcbhband/,5,4,4.5,4.5,Yes,No,Yes,Yes,Yes,未營業,12:00 - 21:00,未營業,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,12:00 - 21:00,,
O.L.O Café,,台北市松山區南京東路五段97號,暫無資料,5,4,4,4,,,,,,,,,,,,,,
穿越九千公里交給你,中山國中,台北市松山區民權東路三段160巷19弄16號,https://www.facebook.com/travelled9000km/,5,3,4,3,Yes,No,Yes,Yes,Yes,14:00 - 00:00,13:30 - 00:00,13:30 - 00:00,13:30 - 00:00,13:00 - 00:00,13:30 - 00:00,13:00 - 00:00,,
勾癮咖啡GOEE COFFEE,,台北市大安區和平東路二段293號,暫無資料,4,3.5,4,4,,,,,,,,,,,,,,
Pâtisserie ALEX 法式甜點,,台北市信義區忠孝東路四段553巷18號,暫無資料,4,2,3,3,,,,,,,,,,,,,,
Scent cafe香手捻咖啡,,台北市大同區迪化街一段72巷23號,暫無資料,4,3.5,4,4,,,Yes,Yes,Yes,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,,
避世所,台電大樓,台北市大安區師大路49巷3號2樓,https://www.facebook.com/bistroO/,4.5,3,4,5,No,No,,,,,,,,,,,,
11號精品咖啡,,台北市萬華區興義街11號,https://www.facebook.com/11號精品咖啡-1968225620071250/?fref=ts,5,3,5,5,Yes,,Yes,No,Yes,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,11:00 - 19:00,,
猿田彥咖啡 誠品南西店,捷運中山站,台北市中山區南京西路12號1樓,暫無資料,0,4,4.5,2,No,,Yes,No,Yes,,,,,,,,,
慢動作咖啡館,"台北車站站中山地下街R1出口步5分, 善導寺站1號出口步8分, 中山站1號2號出口步8分/公車站""市民林森北路口""''長安東路一段''步3分, ''行政院''步4分, ''中山市場''步5分/YouBike""台北轉運站""站步3分",台北市中山區中山北路一段33巷20弄6號,https://www.facebook.com/DoucementCoffee/,3,4.5,5,5,,,Yes,No,Yes,未營業,11:30 - 18:00,未營業,11:30 - 20:00,11:30 - 20:00,11:30 - 18:00,11:30 - 18:00,,
門廊咖啡,輔大,新北市新莊區中正路514巷33弄10號,https://www.facebook.com/pg/NewTaipeiPorchCafe/about/?tab=page_info,4,4,4,4.5,Yes,No,,Yes,Yes,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,11:30 - 21:30,12:00 - 21:30,11:30 - 21:30,未營業,,
海倫咖啡,,台北市中正區館前路42號,https://www.facebook.com/HELEN.COFFEE.ROASTER/,5,3,5,4,Yes,No,Yes,,Yes,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,07:30 - 22:00,,
鳳咖啡Phoenix Coffee & Tea,南京復興站,台灣台北市中山區南京東路三段89巷3弄3號,https://www.facebook.com/Phoenix.Coffee.Tea/?fref=ts,5,4,4,5,Yes,No,Yes,No,Yes,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,08:00 - 21:00,13:00 - 21:00,08:00 - 21:00,未營業,,
廚藝食坊,,台北市中山區安東街2號1樓,暫無資料,4,4,5,4,,,Yes,Yes,,,,,,,,,,
神燈咖啡,,220新北市板橋區中山路一段160-1號,https://www.facebook.com/magiclampcoffee160/,0,3.5,4,4,No,,Yes,No,Yes,08:00 - 16:30,08:00 - 16:30,08:00 - 16:30,08:00 - 16:30,08:00 - 16:00,08:00 - 16:30,08:00 - 16:00,,
Cafe a la mode,,台北市大安區雲和街2-1號,暫無資料,4,3.5,4,4,,,No,Yes,Yes,,,,,,,,,
Hi Nei Dou,,"台北市金山南路二段141巷36號 Taipei, Taiwan",暫無資料,3,2.5,5,3.5,,,Yes,,Yes,11:00 - 20:30,11:00 - 20:30,未營業,11:00 - 20:30,11:00 - 20:30,11:00 - 20:30,11:00 - 20:30,,
Goodmans Coffee 芝山店,"芝山站2號出口步4分/公車站""中山北路口(德行)""步1分, ""士林電機(中山德行路口)""步4分, ""忠誠公園""步6分/YouBike""捷運芝山站(2號出口)""""蘭雅國小""站步4分",台北市士林區德行西路38號,https://www.facebook.com/GoodmansCoffee/,5,5,5,3,,No,Yes,,Yes,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,12:00 - 22:00,,
二五街角咖啡輕食館,麟光捷運站,台北市大安區和平東路三段406巷1號1樓,https://m.facebook.com/25thCorner/,5,5,5,4,Yes,No,Yes,No,No,10:30 - 18:30,10:30 - 18:30,10:30 - 18:30,10:30 - 18:30,10:30 - 18:30,10:30 - 18:30,未營業,,
湛盧咖啡台大館,,羅斯福路三段284巷2號,暫無資料,3.5,3,4,1.5,Yes,,Yes,Yes,Yes,,,,,,,,,
旅沐豆行,"中山國中站步6分/公車站""捷運中山國中站""步4分, ""台北大學(台北校區)""步6分/YouBike""捷運中山國中站""站步3分, ""國立台北大學(台北校區)""步5分",台北市中山區錦州街416號,https://www.facebook.com/coffeeremus/,4,4,4.5,3,Yes,No,Yes,No,Yes,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,08:00 - 22:00,,
念念咖啡館,,台北市松山區八德路二段437巷2弄6號,https://www.facebook.com/LiAmmLiAm/,4,3.5,4,4,,,Yes,,Yes,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,07:30 - 17:00,10:00 - 16:00,07:30 - 17:00,未營業,,
Red circle,,台北市富錦街464號,暫無資料,5,3,4,4,Yes,,Yes,Yes,Yes,未營業,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,10:00 - 18:00,,
QP Café,,新北市淡水區學府路152號,https://www.facebook.com/qpcoffee/,5,4,4,4.5,,No,Yes,,Yes,,,,,,,,,
about KUAN 寬庭（誠品生活南西店2樓）,,台北市中山區南京西路14號2樓,暫無資料,4,3.5,4,4,,,Yes,Yes,Yes,,,,,,,,,
日楞咖啡,台電大樓/古亭,台北市大安區浦城街24-1號,https://www.facebook.com/hiryoucafe/,4.5,3,4,3,Yes,,No,Yes,Yes,08:30 - 19:00,08:30 - 19:00,未營業,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,08:30 - 19:00,,
米卡咖啡 Mica Coffee,,108台北市萬華區西園路一段236號,https://zh-tw.facebook.com/Micacoffee,5,3,4,3,Yes,No,,Yes,Yes,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,10:00 - 22:00,未營業,,
艸蘊,,台北市中正區和平西路一段81號,https://www.facebook.com/succulentgather/,5,3,3.5,3.5,Yes,,Yes,No,Yes,12:00 - 20:00,12:00 - 20:00,未營業,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,12:00 - 20:00,,
小公寓,"公車站""政大""""政大一""步1分/YouBike""國立政治大學""站步2分",台北市文山區指南路二段56號2樓,https://www.facebook.com/%E5%B0%8F%E5%85%AC%E5%AF%93-153345818089728/,4.5,4,4,3,Yes,,No,Yes,Yes,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,11:00 - 21:00,,
1:12,,100台北市中正區羅斯福路四段92號(11號攤位),https://www.facebook.com/112coffee/,5,5,5,4,No,No,Yes,No,No,未營業,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,12:00 - 19:00,,
Take away_帶著走,,士林區中正路213巷2-1號,暫無資料,0,3.5,5,4,No,No,Yes,No,Yes,07:30 - 19:00,07:30 - 19:00,07:30 - 19:00,07:30 - 22:00,08:30 - 22:00,07:30 - 22:00,08:30 - 19:00,,
靈感咖啡,台電大樓，公館,台北市大安區新生南路三段84-6號3樓,https://www.facebook.com/mydesycoffee/,5,4,4,5,Yes,No,Yes,No,Yes,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,10:30 - 19:00,13:00 - 19:00,10:30 - 19:00,13:00 - 19:00,,
Tiecafe,文德站,台北市內湖區成功路二段426巷56號一樓,https://www.facebook.com/tiecafe2017/,0,5,5,5,Yes,No,Yes,No,Yes,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,11:00 - 23:00,,
咖啡因二館,永安市場,新北市中和區中和路400巷12弄1號,https://www.facebook.com/caffeine.cafe2/?fref=ts,5,3,4,3,Yes,,,,,09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,09:00 - 00:00,08:00 - 00:00,09:00 - 00:00,08:00 - 00:00,,
南參陸咖啡,,新北市中和區和平街36號,https://www.facebook.com/SouthNo36/,5,4.5,4.5,3.5,Yes,No,Yes,Yes,Yes,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,11:30 - 21:00,未營業,11:30 - 21:00,,
